X,Y,address,city,zip,phone,website,island,district,principal,objectid,fax,grade_from,grade_to,complex,complex_area,charter,sch_code,sch_name,sch_type,Enrollment,Teachers,AdminFTE,In list
-157.878646,21.32727201,626 McNeil Street,Honolulu,96817,808.832.3322,http://kalihikai.org/,Oahu,Honolulu,Marc Chun  Kawahara,97,808.832.3327,K,5,Farrington,Farrington-Kaiser-Kalani,0,121,Kalihi-Kai Elem School,Elementary,527,44,6,TRUE
-157.8620977,21.34559527,2411 Kalihi Street,Honolulu,96819,808.305.6200,https://www.ukaeagles.k12.hi.us/,Oahu,Honolulu,Derek Kiyoji  Santos,98,808.832.3313,K,5,Farrington,Farrington-Kaiser-Kalani,0,122,Kalihi-Uka Elem School,Elementary,244,17,3,TRUE
-157.8756303,21.33557743,1240 Gulick Avenue,Honolulu,96819,808.832.3210,http://www.kwes.k12.hi.us/,Oahu,Honolulu,Daniel Oliver  Larkin,99,808.832.3213,K,5,Farrington,Farrington-Kaiser-Kalani,0,123,Kalihi-Waena Elem School,Elementary,482,36,4,TRUE
-158.195061,21.45646593,85-180 Ala Akau Street,Waianae,96792,808.697.7110,http://www.kamaile-academy.org/,Oahu,Leeward,Paul Kepka,100,808.697.7115,PreK,12,Waianae,Nanakuli-Waianae,1,275,Kamaile Academy - PCS,Elementary-Middle-High,919,,,FALSE
-159.3877205,21.96765219,4431 Nuhou St.,Lihue,96766,808.241.3200,http://www.ckms.k12.hi.us,Kauai,Kauai,Jean   Morris,101,808.241.3210,6,8,Kauai,Kapaa-Kauai-Waimea,0,448,Kamakahelei Middle School,Middle,829,60,8,TRUE
-158.0159357,21.50303239,1403-A California Avenue,Wahiawa,96786,808.203.2993,http://www.kamalaniacademy.org,Oahu,Central,Amanda Langston,102,000.000.0000,K,8,Leilehua,Leilehua-Mililani-Waialua,1,553,Kamalani Academy PCS,Elementary-Middle,166,,,FALSE
-156.4409772,20.72230337,180 Kealii Alanui,Kihei,96753,808.875.6840,https://kamaliischool.org/,Maui,Maui,Cynthia Lee  Rothdeutsch,103,808.875.6843,K,5,Maui,Baldwin-Kekaulike-Maui,0,431,Kamalii Elem School,Elementary,403,34,4,TRUE
-156.6769144,20.87133453,611 Front Street,Lahaina,96761,808.662.3955,https://sites.google.com/a/lahaina.k12.hi.us/kkiii/,Maui,Maui,Steven Dale  Franz,104,808.662.3958,K,5,Lahainaluna,Hana-Lahainaluna-Lanai-Molokai,0,406,Kamehameha III Elem School,Elementary,638,48,5,TRUE
-157.684699,21.294719,7788 Hawaii Kai Drive,Honolulu,96825,808.397.5800,http://www.kamiloikielementary.org/,Oahu,Honolulu,Jason Kiyotaka  Yoshimoto,105,808.397.5806,K,5,Kaiser,Farrington-Kaiser-Kalani,0,155,Kamiloiki Elem School,Elementary,377,26,4,TRUE
-157.79565,21.395997,45-495 Kamehameha Highway,Kaneohe,96744,808.233.5633,http://www.kaneohe.hidoe.us,Oahu,Windward,Derek Kiyoshi  Minakami,106,808.233.9185,K,6,Castle,Castle-Kahuku,0,313,Kaneohe Elem School,Elementary,580,41,6,TRUE
-157.9989661,21.41580369,94-1091 Oli Loop,Waipahu,96797,808.307.3800,https://www.kanoelani.org/,Oahu,Leeward,Stacie S G  Kunihisa,107,808.675.0135,K,6,Pearl City,Pearl City-Waipahu,0,283,Kanoelani Elem School,Elementary,756,50,8,TRUE
-155.6560768,20.01617299,64-1043 Hi'iaka St.,Kamuela,96743,808.887.1117,http://www.kalo.org/,Hawaii,Hawaii,Allyson Tamura,108,808.887.0030,K,12,Honokaa,Honokaa-Kealakehe-Kohala-Konawaena,1,397,Kanu O Ka Aina - PCS,Elementary-Middle-High,519,,,FALSE
-159.3014819,22.13974352,4333 Kukuihale Road,Anahola,96703,808.823.9160,http://kanuikapono.org/,Kauai,Kauai,Kanoe Ahuna,109,808.823.9140,K,12,Kapaa,Kapaa-Kauai-Waimea,1,564,Kanuikapono - PCS,Elementary-Middle-High,226,,,FALSE
-157.7259163,21.39299309,140 Alala Road,Kailua,96734,808.266.7844,http://kaohaoschool.org/,Oahu,Windward,Winston Sakurai,110,808.266.7848,K,6,Kalaheo,Kailua-Kalaheo,1,320,Kaohao Public Charter School,Elementary,323,,,FALSE
-159.3138931,22.08898614,4886 Kawaihau Road,Kapaa,96746,808.821.4424,http://www.kapaaes.k12.hi.us/,Kauai,Kauai,Jason W  Kuloloia,111,808.821.4431,K,5,Kapaa,Kapaa-Kauai-Waimea,0,454,Kapaa Elem School,Elementary,855,62,7,TRUE
-159.3131009,22.09187257,4695 Mailihuna Road,Kapaa,96746,808.821.4400,http://kapaahighschool.net/,Kauai,Kauai,Thomas John  Cox,112,808.821.4420,9,12,Kapaa,Kapaa-Kauai-Waimea,0,455,Kapaa High School,High,1011,66,13,TRUE
-159.327746,22.07930546,4867 Olohena Road,Kapaa,96746,808.821.4460,http://www.kapaamiddleschool.org/,Kauai,Kauai,Nathan Earl  Aiwohi,113,808.821.6967,6,8,Kapaa,Kapaa-Kauai-Waimea,0,447,Kapaa Middle School,Middle,597,29,8,TRUE
-157.8687059,21.33507146,1601 North School Street,Honolulu,96817,808.832.3290,https://sites.google.com/site/kapalamaweb1,Oahu,Honolulu,Patricia M  Dang,114,808.832.3302,K,5,Farrington,Farrington-Kaiser-Kalani,0,124,Kapalama Elem School,Elementary,523,39,6,TRUE
-155.0775481,19.71390229,966 Kilauea Avenue,Hilo,96720,808.974.4160,http://cks.k12.hi.us/,Hawaii,Hawaii,Gregg K  Yonemori,115,808.974.4161,K,6,Hilo,Hilo-Waiakea,0,367,Kapiolani Elem School,Elementary,387,24,4,TRUE
-158.0910823,21.31891844,2140 Lauwiliwili Street,Kapolei,96707,808.690.9909,http://www.kcshawaii.org,Oahu,Leeward,Wanda Villareal,116,000.000.0000,9,11,Campbell,Campbell-Kapolei,1,555,Kapolei Charter School PCS,High,161,,,FALSE
-158.0651452,21.33467193,91-1119 Kamaaha Loop,Kapolei,96707,808.693.7000,http://www.kapoleielementary.org/,Oahu,Leeward,Cindy S  Otsu,117,808.693.7011,K,5,Kapolei,Campbell-Kapolei,0,282,Kapolei Elem School,Elementary,717,55,6,TRUE
-158.0678451,21.32972837,91-5007 Kapolei Parkway,Kapolei,96707,808.305.8000,http://www.kapoleihigh.org/,Oahu,Leeward,Wesley Hiromi  Shinkawa,118,808.692.8255,9,12,Kapolei,Campbell-Kapolei,0,292,Kapolei High School,High,2032,112,25,TRUE
-158.056801,21.33265801,91-5335 Kapolei Parkway,Kapolei,96707,808.693.7025,http://www.kapoleimid.k12.hi.us/,Oahu,Leeward,Richard Dasalla  Fajardo,119,808.693.7030,6,8,Kapolei,Campbell-Kapolei,0,291,Kapolei Middle School,Middle,943,93,10,TRUE
-157.8036958,21.40879993,45-828 Anoi Road,Kaneohe,96744,808.233.5650,http://www.kapunahala.k12.hi.us/,Oahu,Windward,Samuel Koji  Izumi,120,808.233.5651,K,6,Castle,Castle-Kahuku,0,315,Kapunahala Elem School,Elementary,473,38,6,TRUE
-155.477289,19.20216259,96-3150 Pikake Street,Pahala,96777,808.313.4100,https://khpes.org/,Hawaii,Hawaii,Sharon Ann  Beck,121,808.928.2092,K,12,Kau,Kau-Keaau-Pahoa,0,368,Kau High & Pahala Elem School,Elementary-Middle-High,551,37,10,TRUE
-159.3585827,21.95966771,3577 Lala Road,Lihue,96766,808.274.3160,http://www.kauaihigh.org/,Kauai,Kauai,Marlene Visitacion  Leary,122,808.274.3170,9,12,Kauai,Kapaa-Kauai-Waimea,0,456,Kauai High School,High,1120,68,12,TRUE
-157.859608,21.31962399,1486 Aala Street,Honolulu,96817,808.587.4447,http://kauluwela.k12.hi.us/HOME.NSF,Oahu,Honolulu,Ned Shinroku  Uemae,123,808.587.4453,K,5,McKinley,Kaimuki-McKinley-Roosevelt,0,125,Kauluwela Elem School,Elementary,457,30,4,TRUE
-155.1346021,19.68607802,1710 Kaumana Drive,Hilo,96720,808.974.4190,https://www.kaumanaelementary.org,Hawaii,Hawaii,Ray Koji   Mizuba,124,808.974.4197,K,6,Hilo,Hilo-Waiakea,0,369,Kaumana Elem School,Elementary,233,19,3,TRUE
-159.3512038,21.99491929,4380 Hanamaulu Road,Lihue,96766,808.241.3150,http://www.kaumualii.k12.hi.us/king.html,Kauai,Kauai,Jason Yoshito  Yoshida,125,808.241.3159,K,5,Kauai,Kapaa-Kauai-Waimea,0,457,Kaumualii Elem School,Elementary,534,43,5,TRUE
-157.0183333,21.08863608,30 Ailoa,Kaunakakai,96748,808.553.1730,https://sites.google.com/kaunakakaischool.com/kaunakakai,Molokai,Maui,Daniel V  Espaniola,126,808.553.1737,K,6,Molokai,Hana-Lahainaluna-Lanai-Molokai,0,407,Kaunakakai Elem School,Elementary,253,17,3,TRUE
-159.3978812,21.96609917,3-1821 J Kaumualii Hwy,Lihue,96766,808.632.2032,http://www.kawaikini.com,Kauai,Kauai,Jessell Tanaka,127,808.246.4835,K,12,Kauai,Kapaa-Kauai-Waimea,1,565,Kawaikini NCPCS,Elementary-Middle-High,155,,,FALSE
-157.852285,21.31890302,49 Funchal Street,Honolulu,96813,808.307.0300,http://www.kawananakoams.org/,Oahu,Honolulu,Veronica Helen  Victor,128,808.587.4443,6,8,Roosevelt,Kaimuki-McKinley-Roosevelt,0,126,Kawananakoa Middle School,Middle,606,43,10,TRUE
-155.0436216,19.72766129,162 Baker Avenue,Hilo,96720,808.961.6228,http://www.kalpcs.com/,Hawaii,Hawaii,Mapuana Waipa,129,808.961.6229,7,12,Waiakea,Hilo-Waiakea,1,549,Ke Ana Laahana-PCS,Intermediate,41,,,FALSE
-157.8217173,21.40897356,46-500 Kuneki Street,Kaneohe,96744,808.235.9175,http://www.kamakau.com,Oahu,Windward,Meahilahila Kelling,130,808.235.9173,PreK,12,Castle,Castle-Kahuku,1,547,Ke Kula 'o Samuel M. Kamakau,Elementary-Middle-High,125,,,FALSE
-159.715684,21.9725232,8135 Kekaha Road,Kekaha,96752,808.337.0481,http://www.hawaiicharterschools.com/school/ke-kula-niihau-kekaha-pcs,Kauai,Kauai,Tia Koerte,131,808.337.1289,PreK,12,Waimea,Kapaa-Kauai-Waimea,1,556,Ke Kula Niihau O Kekaha-LPCS,Elementary-Middle-High,55,,,FALSE
-155.9172505,19.50902889,81-1041 Konawaena School Road,Kealakekua,96750,808.323.1900,http://ehunui.org/,Hawaii,Hawaii,Andrea Keli'ikanoe  Mahi,132,808.323.4538,K,12,Konawaena,Honokaa-Kealakehe-Kohala-Konawaena,0,378,Ke Kula O Ehunuikaimalino,Elementary-Middle-High,267,18,4,TRUE
-155.0280985,19.60481124,16-120 Opukahaia Street  Suite 2,Keaau,96749,808.982.4260,http://nawahi.org/,Hawaii,Hawaii,Kauanoe Kamana,133,808.966.7821,PreK,8,Keaau,Kau-Keaau-Pahoa,1,563,Ke Kula O Nawahiokalani Iki,Elementary-Middle,464,,,FALSE
-155.0345219,19.61318199,16-680 Keaau-Pahoa Road,Keaau,96749,808.313.4600,http://www.keaau.k12.hi.us/,Hawaii,Hawaii,Janice Maria  Blaber,134,808.982.4217,K,5,Keaau,Kau-Keaau-Pahoa,0,353,Keaau Elem School,Elementary,846,59,5,TRUE
-155.0317004,19.61082121,16-725 Keaau-Pahoa Road,Keaau,96749,808.313.3300,https://www.keaauhs.com/,Hawaii,Hawaii,Dean Macario  Cevallos,135,808.982.4224,9,12,Keaau,Kau-Keaau-Pahoa,0,354,Keaau High School,High,1093,69,13,TRUE
-155.0385306,19.62139236,16-565  Keaau-Pahoa Road,Keaau,96749,808.982.4200,http://www.keaaumiddle.org/,Hawaii,Hawaii,Elna M  Gomes,136,808.982.4219,6,8,Keaau,Kau-Keaau-Pahoa,0,370,Keaau Middle School,Middle,701,50,10,TRUE
-155.9822029,19.66894987,74-5118 Kealakaa Street,Kailua-Kona,96740,808.313.7900,http://kealakehe.k12.hi.us/,Hawaii,Hawaii,Nancy N  Matsukawa,137,808.327.4347,K,5,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,0,388,Kealakehe Elem School,Elementary,801,68,9,TRUE
-155.9982965,19.6707427,74-5000 Puohulihuli Street,Kailua-Kona,96740,808.327.4300,http://www.khswaveriders.org/,Hawaii,Hawaii,Glenn Edward II Gray,138,808.327.4307,9,12,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,0,392,Kealakehe High School,High,1357,83,15,TRUE
-155.984972,19.67116153,74-5062 Onipaa Street,Kailua-Kona,96740,808.327.4314,http://www.kishawks.org/,Hawaii,Hawaii,Mark D  Hackelberg,139,808.327.4315,6,8,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,0,390,Kealakehe Inter School,Middle,694,51,6.5,TRUE
-155.0452871,19.72882531,240 Desha Avenue,Hilo,96720,808.974.4181,http://www.keaukahaelementary.com/,Hawaii,Hawaii,Stacey Lee M  Bello,140,808.974.4868,K,6,Hilo,Hilo-Waiakea,0,372,Keaukaha Elem School,Elementary,379,33,3,TRUE
-159.7154659,21.97229684,8140 Kekaha Road,Kekaha,96752,808.337.7655,https://www.kekahaschool.k12.hi.us/,Kauai,Kauai,Marilyn M  Asahi,141,808.337.7657,K,5,Waimea,Kapaa-Kauai-Waimea,0,458,Kekaha Elem School,Elementary,324,22,3,TRUE
-156.3301706,20.8272414,121 Kula Highway,Pukalani,96768,808.727.3500,https://www.kingkekaulike.com/,Maui,Maui,Amy   Strand,142,808.573.2231,9,12,Kekaulike,Baldwin-Kekaulike-Maui,0,435,Kekaulike High School,High,1167,74,13,TRUE
-157.73518,21.37184601,1416 Keolu Drive,Kailua,96734,808.266.7818,http://www.keoluelementary.com/,Oahu,Windward,Gay Marie  Kong,143,808.266.7892,K,6,Kailua,Kailua-Kalaheo,0,317,Keolu Elem School,Elementary,113,11,3,TRUE
-154.9291093,19.52609607,15-890 Kahakai Boulevard,Pahoa,96778,808.965.2131,http://keonepokoelementary.org,Hawaii,Hawaii,Kasey Michele  Eisenhour,144,808.965.2138,K,6,Pahoa,Kau-Keaau-Pahoa,0,391,Keonepoko Elem School,Elementary,565,47,5,TRUE
-158.0202388,21.32240007,91-970 Kaileolea Drive,Ewa Beach,96706,808.689.1380,http://keoneula.k12.hi.us/,Oahu,Leeward,Paul S  Taga,145,808.689.1350,K,6,Campbell,Campbell-Kapolei,0,294,Keoneula Elem School,Elementary,901,55,7,TRUE
-156.4515612,20.77444467,300 Ohukai Road  #209,Kihei,96753,808.875.0700,http://www.kiheicharter.org/,Maui,Maui,Michael  Stubbs,146,808.874.6745,K,12,Maui,Baldwin-Kekaulike-Maui,1,554,Kihei Charter School,Elementary-Middle-High,723,,,FALSE
-156.4470366,20.7486127,250 E. Lipoa Street,Kihei,96753,808.875.6818,http://www.kiheielementary.org/,Maui,Maui,Halle C  Maxwell,147,808.875.6825,K,5,Maui,Baldwin-Kekaulike-Maui,0,409,Kihei Elem School,Elementary,712,53,4,TRUE
-159.4094671,22.20512755,2440 Kolo Road,Kilauea,96754,808.828.1212,http://kilaueaschool.com/,Kauai,Kauai,Sherry Lynn Scott  Gonsalves,148,808.828.2034,K,6,Kapaa,Kapaa-Kauai-Waimea,0,459,Kilauea Elem School,Elementary,271,22,3,TRUE
-156.8292618,21.06229277,Kamehameha V Highway,Kaunakakai,96748,808.558.2200,https://www.kilohana.k12.hi.us/,Molokai,Maui,Marilyn P  Simms,149,808.558.2203,K,6,Molokai,Hana-Lahainaluna-Lanai-Molokai,0,410,Kilohana Elem School,Elementary,79,11,1,TRUE
-157.805652,21.428441,46-155 Kamehameha Highway,Kaneohe,96744,808.233.5727,http://www.king.k12.hi.us/,Oahu,Windward,Wendy Joy Namie  Matsuzaki,150,808.233.5747,7,8,Castle,Castle-Kahuku,0,318,King Inter School,Middle,525,43,8,TRUE
-158.011937,21.46084401,95-076 Kipapa Drive,Mililani,96789,808.627.7322,http://www.kipapaelementary.org/,Oahu,Central,Corinne Naomi  Yogi,151,808.627.7326,K,5,Mililani,Leilehua-Mililani-Waialua,0,212,Kipapa Elem School,Elementary,524,43,6,TRUE
-155.8189535,20.23703682,54-3609 Akoni Pule Highway,Kapaau,96755,808.889.7100,https://kohalaelementary.com/,Hawaii,Hawaii,Hannah M  Loyola,152,808.889.7103,K,5,Kohala,Honokaa-Kealakehe-Kohala-Konawaena,0,395,Kohala Elem School,Elementary,337,25,3,TRUE
-155.8181817,20.23682947,54-3611 Akoni Pule Highway,Kapaau,96755,808.889.7117,http://www.kohalahs.org/,Hawaii,Hawaii,Amy Jo  Stafford,153,808.889.7120,9,12,Kohala,Honokaa-Kealakehe-Kohala-Konawaena,0,373,Kohala High School,High,274,22,4,TRUE
-155.778474,20.22686689,53-4155 Akoni Pule Highway,Kapaau,96755,808.889.7119,http://www.kohalams.org/,Hawaii,Hawaii,Alan G  Brown,154,808.889.7121,6,8,Kohala,Honokaa-Kealakehe-Kohala-Konawaena,0,366,Kohala Middle School,Middle,157,14,4,TRUE
-157.7057678,21.27452583,189 Lunalilo Home Road,Honolulu,96825,808.397.5811,http://kokoheadschool.org/,Oahu,Honolulu,Jeffrey Takeshi  Shitaoka,155,808.397.5816,K,5,Kaiser,Farrington-Kaiser-Kalani,0,127,Koko Head Elem School,Elementary,339,20,3.5,TRUE
-159.4661194,21.89898641,3223 Poipu Road,Koloa,96756,808.742.8460,https://www.koloaes.k12.hi.us/,Kauai,Kauai,Leila A  Maeda-Kobayashi,156,808.742.8466,K,5,Kauai,Kapaa-Kauai-Waimea,0,460,Koloa Elem School,Elementary,345,22,3,TRUE
-155.9158386,19.51999449,79-7595 Mamamlahoa Highway,Kealakekua,96750,808.322.4900,http://www.kppcs.org,Hawaii,Hawaii,Darryl (Phil) Centers,157,808.322.4906,K,8,Konawaena,Honokaa-Kealakehe-Kohala-Konawaena,1,566,Kona Pacific PCS,Elementary-Middle,210,,,FALSE
-155.9231859,19.50484308,81-901 Onouli Road,Kealakekua,96750,808.323.4555,http://www.konawaenael.k12.hi.us/,Hawaii,Hawaii,Diane B  Spencer,158,808.323.4551,K,5,Konawaena,Honokaa-Kealakehe-Kohala-Konawaena,0,375,Konawaena Elem School,Elementary,534,35,3,TRUE
-155.9155233,19.50934727,81-1043 Konawaena School Road,Kealakekua,96750,808.323.4500,http://www.konawaenahs.org/,Hawaii,Hawaii,Shawn S  Suzuki,159,808.323.4515,9,12,Konawaena,Honokaa-Kealakehe-Kohala-Konawaena,0,374,Konawaena High School,High,923,54,7,TRUE
-155.9170355,19.50908137,81-1045 Konawaena School Road,Kealakekua,96750,808.323.4566,http://konawaenamiddle.k12.hi.us/,Hawaii,Hawaii,Teddy Lee  Burgess,160,808.323.4574,6,8,Konawaena,Honokaa-Kealakehe-Kohala-Konawaena,0,376,Konawaena Middle School,Middle,610,44,7,TRUE
-155.0542736,19.67282284,345 Makalika Street,Hilo,96720,808.981.5866,http://kuaokala.org/,Hawaii,Hawaii,Kapoula Thompson,161,808.933.0803,PreK,12,Pahoa,Kau-Keaau-Pahoa,1,557,Kua O Ka La - NCPCS,Elementary-Middle-High,148,,,FALSE
-157.0406397,21.1579089,260 Farrington Avenue,Kualapuu,96757,808.567.6900,http://kualapuuschool.weebly.com,Molokai,Maui,Lydia Trinidad,162,808.567.6906,PreK,6,Molokai,Hana-Lahainaluna-Lanai-Molokai,1,411,Kualapuu Elem School - PCS,Elementary,346,,,FALSE
-157.819777,21.28921499,2759 South King Street,Honolulu,96826,808.973.0085,http://www.kuhioschool.k12.hi.us,Oahu,Honolulu,Lynn M  Kobayashi,163,808.973.0088,K,5,Kaimuki,Kaimuki-McKinley-Roosevelt,0,128,Kuhio Elem School,Elementary,182,18,4,TRUE
-159.7111954,21.96908393,8315 Kekaha Road  Suite P,Kekaha,96752,808.337.2022,http://www.kanakapcs.org/,Kauai,Kauai,Hedy Sullivan,164,808.337.2033,K,12,Waimea,Kapaa-Kauai-Waimea,1,466,Kula Aupuni Niihau - PCS,Elementary-Middle-High,45,9,1.5,FALSE
-156.3288194,20.76122051,5000 Kula Highway,Kula,96790,808.876.7610,https://www.kulael.k12.hi.us/,Maui,Maui,Hans Christopher  Bachaus,165,808.876.7616,K,5,Kekaulike,Baldwin-Kekaulike-Maui,0,412,Kula Elem School,Elementary,393,27,4,TRUE
-156.6612286,20.88561203,871 Lahainaluna Road,Lahaina,96761,808.662.3965,http://lis.schoolwires.net/,Maui,Maui,Stacy Anne  Bookland,166,808.662.3968,6,8,Lahainaluna,Hana-Lahainaluna-Lanai-Molokai,0,413,Lahaina Inter School,Middle,658,47,9,TRUE
-156.6599506,20.88918002,980 Lahainaluna Road,Lahaina,96761,808.662.4000,http://www.lahainalunahs.org/,Maui,Maui,Lynn H  Kahoohalahala,167,808.662.3997,9,12,Lahainaluna,Hana-Lahainaluna-Lanai-Molokai,0,414,Lahainaluna High School,High,1050,68,12,TRUE
-157.925863,21.64916199,55-109 Kulanui Street,Laie,96762,808.293.8965,http://www.laie.k12.hi.us,Oahu,Windward,Eliza Leialoha  Kaka,168,808.293.8968,K,6,Kahuku,Castle-Kahuku,0,319,Laie Elem School,Elementary,622,38,5,TRUE
-156.9219269,20.82641806,555 Fraser Avenue,Lanai City,96763,808.565.7900,http://www.edline.net/pages/lhes,Lanai,Maui,Elton N  Kinoshita,169,808.565.7904,K,12,Lanai,Hana-Lahainaluna-Lanai-Molokai,0,415,Lanai High & Elem School,Elementary-Middle-High,574,44,9,TRUE
-157.86052,21.32663398,717 North Kuakini Street,Honolulu,96817,808.587.4466,http://lanakila.org/,Oahu,Honolulu,Kerry   Higa,170,808.587.4468,K,5,McKinley,Kaimuki-McKinley-Roosevelt,0,129,Lanakila Elem School,Elementary,348,25,4,TRUE
-155.2264957,19.98036999,35-2065 Old Mamalahoa Highway,Laupahoehoe,96764,808.962.2200,http://www.lcpcs.org/,Hawaii,Hawaii,Kurt Rix,171,808.962.2202,PreK,12,Laupahoehoe,Hilo-Waiakea,1,377,Laupahoehoe Community - PCS,Elementary-Middle-High,333,,,FALSE
-157.970894,21.38909898,791 Lehua Avenue,Pearl City,96782,808.307.3700,https://www.lehua.k12.hi.us/,Oahu,Leeward,Alvan Hide  Fukuhara,172,808.453.6497,K,6,Pearl City,Pearl City-Waipahu,0,268,Lehua Elem School,Elementary,233,23,4,TRUE
-158.173892,21.43869998,86-285 Leihoku Street,Waianae,96792,808.697.7100,http://les.nwcomplex.org/,Oahu,Leeward,Randall A K  Miura,173,808.697.7142,K,6,Waianae,Nanakuli-Waianae,0,271,Leihoku Elem School,Elementary,782,60,6,TRUE
-158.012538,21.50040999,1515 California Avenue,Wahiawa,96786,808.305.3000,http://www.leilehua.k12.hi.us/,Oahu,Central,Jason H  Nakamoto,174,808.622.6554,9,12,Leilehua,Leilehua-Mililani-Waialua,0,214,Leilehua High School,High,1591,110,21,TRUE
-156.4852258,20.88021558,335 South Papa Avenue,Kahului,96732,808.873.3033,https://www.lihikaielementary.k12.hi.us/,Maui,Maui,Shannon S M  Cabanilla,175,808.873.3570,K,5,Maui,Baldwin-Kekaulike-Maui,0,416,Lihikai Elem School,Elementary,758,52,6,TRUE
-157.806493,21.27903902,3430 Maunaloa Avenue,Honolulu,96816,808.733.4850,http://liholiho.org/,Oahu,Honolulu,Christina W  Small,176,808.733.4856,K,5,Kalani,Farrington-Kaiser-Kalani,0,130,Liholiho Elem School,Elementary,430,29,3,TRUE
-157.86417,21.32510701,1618 Palama Street,Honolulu,96817,808.832.3370,http://www.likelike.k12.hi.us,Oahu,Honolulu,Kelly T  Bart,177,808.832.3374,K,5,McKinley,Kaimuki-McKinley-Roosevelt,0,131,Likelike Elem School,Elementary,275,23,4,TRUE
-157.8778613,21.33874868,1434 Linapuni Street,Honolulu,96819,808.305.2150,http://linapuni.weebly.com/,Oahu,Honolulu,Tami Marie Catherine  Haili,178,808.832.3305,PreK,1,Farrington,Farrington-Kaiser-Kalani,0,133,Linapuni Elem School,Elementary,97,14,3,TRUE
-157.841051,21.31128802,615 Auwaiolimu Street,Honolulu,96813,808.587.4480,http://les.lincoln.k12.hi.us/,Oahu,Honolulu,Jacqueline Lehua  Ornellas,179,808.587.4487,K,5,Roosevelt,Kaimuki-McKinley-Roosevelt,0,134,Lincoln Elem School,Elementary,342,27,5,TRUE
-156.4493655,20.74821071,1401 Liloa Drive,Kihei,96753,808.727.3300,http://www.lokelani.k12.hi.us/,Maui,Maui,Francoise D M  Bell,180,808.875.6835,6,8,Maui,Baldwin-Kekaulike-Maui,0,430,Lokelani Inter School,Middle,454,36,7,TRUE
-157.833316,21.29185101,810 Pumehana Street,Honolulu,96826,808.973.0270,http://www.lunalilo.k12.hi.us/,Oahu,Honolulu,Amy B  Kantrowitz,181,808.973.0276,K,5,Kaimuki,Kaimuki-McKinley-Roosevelt,0,135,Lunalilo Elem School,Elementary,236,24,3,TRUE
-157.847784,21.32826799,319 Wyllie Street,Honolulu,96817,808.595.5400,http://www.maemaeschool.com/,Oahu,Honolulu,Lenn Shigeru  Uyeda,182,808.595.5405,K,6,Roosevelt,Kaimuki-McKinley-Roosevelt,0,136,Maemae Elem School,Elementary,658,41,6,TRUE
-158.172706,21.42008701,87-360 Kulaaupuni Street,Waianae,96792,808.697.7150,http://maili.nwcomplex.org/,Oahu,Leeward,Suzie   Lee,183,808.697.7151,K,6,Waianae,Nanakuli-Waianae,0,257,Maili Elem School,Elementary,671,57,8,TRUE
-158.2124648,21.46928345,84-200 Ala Naauao Place,Waianae,96792,808.695.7900,http://makaha.nwcomplex.org/,Oahu,Leeward,Wade R  Araki,184,808.695.7905,K,6,Waianae,Nanakuli-Waianae,0,258,Makaha Elem School,Elementary,456,46,7,TRUE
-158.0844552,21.34561505,92-675 Anipeahi Street,Kapolei,96707,808.672.1122,http://www.makakiloelementary.k12.hi.us/,Oahu,Leeward,Raechelle M K  Fabrao,185,808.672.1128,K,5,Kapolei,Campbell-Kapolei,0,259,Makakilo Elem School,Elementary,469,32,4,TRUE
-157.929047,21.36142001,4435 Salt Lake Blvd.,Honolulu,96818,808.421.4110,http://www.makalapael.org/,Oahu,Central,Denise K B   Arai,186,808.421.4112,K,6,Radford,Aiea-Moanalua-Radford,0,215,Makalapa Elem School,Elementary,577,41,5,TRUE
-156.3128247,20.85739505,3542 Baldwin Avenue,Makawao,96768,808.573.8770,http://www.makawao.k12.hi.us/,Maui,Maui,Richard C  Carosso,187,808.573.8774,K,5,Kekaulike,Baldwin-Kekaulike-Maui,0,417,Makawao Elem School,Elementary,522,38,6,TRUE
-157.702407,21.33933047,41-054 Ehukai Street,Waimanalo,96795,808.259.5522,http://www.malamahonuapcs.org/,Oahu,Windward,Denise Espania,188,808.259.5525,K,7,Kailua,Kailua-Kalaheo,1,550,Malama Honua - PCS,Elementary,173,,,FALSE
-157.971231,21.40874201,1147 Kumano Street,Pearl City,96782,808.307.5300,http://www.manana.k12.hi.us/Home.html,Oahu,Leeward,Bryan K  Loo,189,808.453.6437,K,6,Pearl City,Pearl City-Waipahu,0,260,Manana Elem School,Elementary,287,22,4,TRUE
-157.808782,21.314823,3155 Manoa Road,Honolulu,96822,808.988.1868,http://www.manoaschool.com/,Oahu,Honolulu,Ryan Kiyoshi  Kusuda,190,808.988.1860,K,5,Roosevelt,Kaimuki-McKinley-Roosevelt,0,137,Manoa Elem School,Elementary,493,33,5,TRUE
-156.4713292,20.87387354,660 South Lono Avenue,Kahului,96732,808.727.4000,http://www.mauihigh.org,Maui,Maui,Jamie L  Yap,191,808.873.3010,9,12,Maui,Baldwin-Kekaulike-Maui,0,418,Maui High School,High,2058,122,18,TRUE
